Unnamed: 0,CHK_ACCT,Duration,Credit History,Credit Amount,Balance in Savings A/C,Employment,Install_rate,Marital status,Present Resident,Age,Other installment,Num_Credits,Job,Credit classification,Credit Rating,kfold
576,1,12,4,0.3729558505650756,1,3,2,0,1,0.33878461744725724,0,1,1,1,0,1
577,2,24,2,0.3712190561058141,4,0,3,0,2,0.34144002131489304,1,2,1,1,0,1
578,1,36,2,0.3728027588461157,1,1,4,1,4,0.33878461744725724,1,2,1,0,1,1
579,2,24,4,0.3678797000652501,1,1,4,4,3,0.33878461744725724,1,2,5,1,0,1
580,1,18,2,0.3684677494532187,1,2,3,5,3,0.3402040022840905,1,2,1,0,1,1
581,1,12,2,0.3732099885244062,1,1,1,5,3,0.3461303165564136,1,2,5,1,0,1
582,2,9,4,0.3697591588191689,1,0,4,0,2,0.3382620256541887,0,1,1,1,0,1
583,1,36,4,0.3721179997472604,1,1,4,5,1,0.34144002131489304,0,1,5,0,1,1
584,2,12,4,0.3716525663345863,4,2,4,0,4,0.34678036896021164,0,1,0,1,0,1
585,0,18,4,0.3714612238888475,1,0,1,0,4,0.3344058248343126,1,1,1,0,1,1
586,0,9,2,0.3727727301119255,1,0,2,5,2,0.34253071065961543,1,2,1,1,0,1
587,0,12,4,0.3694166388138416,1,0,4,5,1,0.3351539346427997,0,1,5,1,0,1
588,0,18,4,0.3691470371752794,1,0,4,4,3,0.3456664097071358,0,1,5,0,1,1
589,0,12,2,0.3718697371180661,1,2,3,5,3,0.3482928352666628,1,2,1,0,1,1
590,0,12,2,0.3629852873302435,1,3,4,0,3,0.3479410895948148,1,4,5,1,0,1
591,1,24,3,0.3713030572928313,4,0,4,0,4,0.3443799326500556,1,2,1,1,0,1
592,2,21,4,0.3703241123142048,3,2,4,0,4,0.34253071065961543,1,1,5,1,0,1
593,1,24,4,0.3726543593982311,1,0,3,0,4,0.3344058248343126,0,1,5,0,1,1
594,0,24,1,0.3696585431716345,4,2,4,5,3,0.3438057220293414,1,1,0,0,1,1
595,1,6,1,0.36784768444848176,5,1,1,0,1,0.34104578678506664,1,1,5,0,1,1
596,0,24,4,0.3699338573522447,1,3,4,0,4,0.3365101139409041,1,2,1,0,1,1
597,1,24,0,0.3743827294904594,1,0,1,5,4,0.34253071065961543,1,3,5,0,1,1
598,2,18,2,0.3727380838158084,1,3,2,5,2,0.3406342426867164,1,2,1,0,1,1
599,2,24,3,0.37403122734138416,1,0,1,5,2,0.34104578678506664,0,1,1,1,0,1
600,1,7,4,0.3720211497072214,1,1,1,0,1,0.34517508014159337,0,1,1,1,0,1
601,1,9,4,0.3677774517453371,1,0,4,0,1,0.3402040022840905,0,1,1,0,1,1
602,1,24,1,0.3710119784124147,1,3,4,0,4,0.34181819093076593,1,1,5,0,1,1
603,2,36,4,0.37348239115275533,1,0,4,0,2,0.3392810405265025,0,1,0,0,1,1
604,3,10,4,0.3693656566119052,1,1,4,0,2,0.3365101139409041,0,1,1,1,0,1
605,0,24,1,0.3728141289301852,6,0,4,5,4,0.3358536211828917,1,1,1,1,0,1
606,2,24,2,0.37462428726303176,1,0,3,5,2,0.3503834811372257,0,1,0,1,0,1
607,1,36,4,0.3725837462800893,5,0,4,0,4,0.346352815412462,0,1,1,0,1,1
608,2,18,4,0.3714862285694331,1,1,4,5,1,0.34144002131489304,0,1,1,1,0,1
609,2,15,4,0.3694562317023047,4,2,4,5,4,0.34517508014159337,1,1,1,1,0,1
610,0,12,4,0.3666811328504749,5,4,4,0,3,0.3358536211828917,0,1,1,0,1,1
611,3,10,4,0.369235200749392,5,2,1,0,4,0.3459016192610386,0,1,5,0,1,1
612,0,21,4,0.3734916765245249,3,1,4,0,2,0.3397535150166297,1,1,1,1,0,1
613,0,24,1,0.37379590386725603,1,0,1,0,4,0.3358536211828917,1,1,1,1,0,1
614,2,18,3,0.370942664372508,1,3,4,0,1,0.3358536211828917,0,1,1,0,1,1
615,1,48,0,0.3780039794745124,4,0,2,5,2,0.3459016192610386,1,1,0,1,0,1
616,1,60,3,0.3770799335168506,4,0,2,5,2,0.33878461744725724,0,1,0,1,0,1
617,0,6,2,0.3738420605482443,1,0,1,5,3,0.34286699087144074,1,3,1,1,0,1
618,1,30,4,0.3735876273322885,5,0,2,0,4,0.3351539346427997,0,1,1,0,1,1
619,2,12,4,0.36590115001914253,1,0,4,1,2,0.3461303165564136,0,1,5,1,0,1
620,1,21,2,0.3738169652236383,1,3,2,5,3,0.33878461744725724,1,2,1,1,0,1
621,2,18,2,0.3702023896643703,1,0,3,5,2,0.34104578678506664,1,2,1,0,1,1
622,2,48,4,0.3740809562473354,4,0,4,1,2,0.3431910908111629,1,1,1,0,1,1
623,0,12,4,0.3710613620215664,1,1,4,0,1,0.3358536211828917,0,1,1,1,0,1
624,0,18,4,0.372474239727906,1,0,4,5,4,0.34910775274979705,1,2,1,0,1,1
625,2,15,4,0.3713335188538439,4,2,4,5,2,0.3421814165124942,0,1,1,1,0,1
626,3,6,4,0.37161871326737217,1,0,2,5,2,0.34409758202147595,0,1,1,1,0,1
627,1,9,1,0.36991801358368703,5,3,2,5,3,0.3397535150166297,0,1,1,0,1,1
628,2,42,2,0.3742024865413641,6,0,4,5,4,0.34253071065961543,1,2,1,1,0,1
629,2,9,4,0.3740006216258088,4,2,1,5,4,0.3489515831180964,0,1,5,1,0,1
630,0,24,4,0.3738253518233471,1,0,2,0,4,0.3392810405265025,0,1,1,1,0,1
631,0,18,1,0.3702695353864598,1,0,4,5,3,0.3449182069595081,1,1,1,0,1,1
632,1,15,4,0.3699401764335079,4,1,4,5,1,0.3365101139409041,0,1,1,1,0,1
633,2,9,4,0.3713356848590183,1,1,2,0,2,0.3336031157753859,1,2,1,0,1,1
634,1,24,4,0.3696483350977493,1,1,3,0,4,0.33771074028991616,0,1,5,0,1,1
635,2,12,4,0.3697756743669429,1,2,4,5,4,0.3456664097071358,1,3,1,1,0,1
636,2,24,4,0.3697192285968314,6,3,4,0,1,0.3392810405265025,0,1,1,1,0,1
637,2,60,3,0.3787724789535972,1,3,2,5,4,0.3351539346427997,1,2,1,1,0,1
638,2,12,4,0.3700917968172529,1,1,4,0,3,0.34181819093076593,0,1,1,1,0,1
639,0,42,3,0.374494351683094,1,3,3,5,2,0.3382620256541887,1,2,1,0,1,1
640,0,18,4,0.3667442813153989,1,4,4,0,1,0.33878461744725724,0,1,4,0,1,1
641,1,15,4,0.3694847745763652,1,2,4,5,4,0.3431910908111629,1,2,5,1,0,1
642,2,15,4,0.3747024633073834,5,0,3,5,2,0.3438057220293414,0,1,0,0,1,1
643,2,24,2,0.37104497505757145,1,3,4,4,2,0.34144002131489304,1,2,1,1,0,1
644,0,18,2,0.3711123887797649,1,3,4,4,1,0.34104578678506664,1,2,0,1,0,1
645,2,36,3,0.3766223854217183,4,1,4,5,4,0.33878461744725724,1,2,1,0,1,1
646,0,30,0,0.3746704606446785,1,0,2,1,2,0.34104578678506664,1,2,1,1,0,1
647,2,12,4,0.3697525326060075,6,0,2,0,2,0.3382620256541887,0,1,1,0,1,1
648,3,24,4,0.3679325116032177,1,3,4,5,3,0.3431910908111629,1,1,1,0,1,1
649,0,12,4,0.3662581996741496,1,0,4,5,4,0.3438057220293414,0,1,5,0,1,1
650,0,48,4,0.376401876128758,1,3,4,5,1,0.346352815412462,0,1,0,1,0,1
651,1,12,4,0.3712078565867041,1,0,4,5,2,0.34286699087144074,0,1,5,0,1,1
652,0,24,4,0.3719744170297815,1,2,4,5,1,0.34517508014159337,0,1,1,0,1,1
653,1,36,3,0.3766667062972542,5,2,2,5,4,0.3443799326500556,1,4,0,0,1,1
654,2,24,2,0.3720513723527461,1,3,4,5,3,0.3421814165124942,1,2,1,1,0,1
655,0,14,4,0.3741375450090992,1,4,1,5,4,0.3358536211828917,0,1,1,1,0,1
656,1,12,4,0.3676106714931371,1,2,4,5,4,0.34409758202147595,1,1,5,0,1,1
657,2,48,4,0.3774387528244604,4,3,4,5,3,0.34286699087144074,1,1,1,1,0,1
658,1,30,0,0.3743650675598045,1,0,2,0,1,0.3392810405265025,1,2,1,1,0,1
659,1,18,2,0.3758458418832264,1,2,2,5,1,0.34409758202147595,0,1,1,1,0,1
660,3,12,4,0.36944547367414704,1,0,3,4,4,0.3365101139409041,0,1,1,1,0,1
661,0,12,4,0.36767819155532105,4,0,4,4,2,0.3365101139409041,0,1,1,0,1,1
662,2,21,4,0.3718604045139319,1,2,4,5,2,0.346352815412462,1,2,1,1,0,1
663,1,6,3,0.36844005568815,1,4,4,5,1,0.3421814165124942,1,2,0,1,0,1
664,3,6,2,0.3684261370503024,1,0,2,0,4,0.346352815412462,0,1,5,1,0,1
665,2,24,2,0.3758199560989018,1,4,4,5,2,0.33878461744725724,1,2,0,1,0,1
666,1,30,1,0.3736489706469857,3,0,4,5,2,0.34181819093076593,1,1,1,1,0,1
667,2,48,1,0.37377151405503545,1,0,1,0,1,0.33878461744725724,1,1,1,1,0,1
668,0,12,2,0.3748728698678175,1,2,3,5,4,0.34465330972735314,1,2,1,0,1,1
669,3,30,2,0.3730722027132725,1,2,4,5,4,0.3456664097071358,0,1,1,1,0,1
670,2,24,2,0.3742916135260421,5,0,3,5,3,0.33878461744725724,1,2,5,1,0,1
671,2,36,4,0.3754856808282144,5,3,2,5,2,0.3406342426867164,1,2,1,1,0,1
672,2,60,4,0.3774839342917759,1,2,2,5,4,0.3443799326500556,0,1,0,1,0,1
673,2,6,2,0.3715459450311691,6,0,1,4,2,0.33712787535535405,0,1,1,1,0,1
674,2,21,3,0.37244275275858857,6,1,4,5,2,0.34409758202147595,1,1,5,0,1,1
675,2,30,2,0.3746275496666242,1,3,4,0,4,0.3382620256541887,0,1,0,1,0,1
676,2,24,2,0.3750960999507015,1,2,4,5,4,0.34144002131489304,0,1,1,1,0,1
677,1,72,4,0.3753934699784308,5,0,2,4,2,0.33712787535535405,0,1,1,0,1,1
678,0,24,4,0.3721179997472604,1,2,4,5,4,0.3489515831180964,1,1,5,1,0,1
679,2,18,4,0.3699684830640004,1,1,3,0,1,0.3382620256541887,0,1,1,1,0,1
680,2,6,4,0.3702258809126349,1,1,1,0,2,0.3475727597939736,0,1,1,1,0,1
681,2,12,4,0.3719307201880319,4,0,4,5,4,0.34286699087144074,0,1,1,1,0,1
682,2,15,3,0.3700460230912943,1,0,4,4,3,0.34144002131489304,1,2,1,1,0,1
683,2,24,2,0.3750629485710413,1,1,3,4,3,0.3456664097071358,1,3,1,1,0,1
684,1,36,3,0.3773208542829434,5,3,1,5,3,0.3406342426867164,1,2,5,1,0,1
685,2,60,4,0.37593551710905604,4,0,4,5,4,0.34181819093076593,0,1,1,1,0,1
686,3,10,2,0.3696209804079073,4,3,4,5,2,0.33878461744725724,1,2,1,1,0,1
687,1,36,3,0.3728620313361477,5,2,4,5,3,0.3402040022840905,0,1,1,1,0,1
688,2,9,4,0.3727060121367195,5,2,3,5,4,0.3421814165124942,0,1,1,1,0,1
689,0,12,4,0.3738159153799896,3,0,1,5,3,0.3406342426867164,0,1,1,1,0,1
690,0,15,2,0.3680768642969536,1,0,2,1,3,0.33771074028991616,1,2,1,1,0,1
691,1,15,4,0.3725224823130716,5,0,3,0,2,0.33771074028991616,0,1,5,1,0,1
692,1,24,4,0.3729092661718499,5,1,2,5,1,0.3397535150166297,0,1,1,1,0,1
693,0,6,2,0.37477563294367405,4,1,1,5,3,0.3449182069595081,1,2,5,1,0,1
694,2,24,4,0.3719398685900995,1,3,4,5,2,0.3392810405265025,0,1,1,1,0,1
695,2,6,4,0.3692200099493415,6,0,2,5,4,0.346352815412462,0,1,1,1,0,1
696,1,12,4,0.36867831617385616,1,3,4,5,3,0.3397535150166297,1,2,1,1,0,1
697,2,12,2,0.3678208132783213,1,4,1,0,2,0.3431910908111629,0,1,4,1,0,1
698,2,18,2,0.3709233097029445,1,0,4,5,2,0.33712787535535405,1,2,1,1,0,1
699,3,15,4,0.3711695170693916,1,2,4,5,4,0.3438057220293414,0,1,0,1,0,1
700,2,12,4,0.3687646607139461,6,0,4,0,4,0.3397535150166297,0,1,5,0,1,1
701,0,48,2,0.375829344867939,1,2,4,5,4,0.34542435085076645,1,2,1,0,1,1
702,3,24,4,0.3697225720452018,5,2,4,0,2,0.3456664097071358,0,1,1,1,0,1
703,1,30,3,0.3723187728961929,5,2,4,5,2,0.34409758202147595,1,2,1,1,0,1
704,1,27,4,0.3723595156270077,1,1,4,0,1,0.34104578678506664,0,1,1,1,0,1
705,2,15,4,0.3752158231000012,6,2,1,0,4,0.3421814165124942,0,1,1,1,0,1
706,1,48,4,0.3759530277810089,5,3,3,5,2,0.33712787535535405,0,1,1,0,1,1
707,1,12,0,0.3730085059255887,1,1,4,0,3,0.33771074028991616,1,2,1,0,1,1
708,1,9,4,0.3691041603699626,1,2,4,0,4,0.33771074028991616,0,1,1,1,0,1
709,1,9,4,0.3716227127282339,1,0,2,5,2,0.34286699087144074,0,1,5,1,0,1
710,2,18,2,0.36580717890113,6,2,4,5,3,0.34104578678506664,1,2,0,1,0,1
711,0,6,1,0.3690726805260595,1,2,4,0,4,0.3421814165124942,0,1,1,0,1,1
712,2,21,4,0.37227422581741865,4,2,4,5,4,0.34542435085076645,0,1,0,1,0,1
713,0,9,2,0.36882821144421396,1,0,4,5,4,0.33771074028991616,1,2,5,1,0,1
714,1,60,4,0.3784373833108434,1,3,4,5,2,0.33878461744725724,0,1,0,0,1,1
715,2,30,2,0.3764559117321269,4,2,1,5,4,0.34879213507952683,1,2,1,1,0,1
716,2,30,2,0.3731501623192448,4,2,3,5,2,0.3438057220293414,1,2,1,1,0,1
717,2,18,4,0.37012802104340814,1,0,4,5,2,0.34104578678506664,0,1,0,1,0,1
718,3,24,2,0.3732401300906869,4,0,3,5,2,0.3406342426867164,1,2,1,1,0,1
719,1,20,0,0.3757267007154451,5,2,3,4,4,0.3406342426867164,1,2,1,1,0,1
720,3,9,0,0.3695865115106634,1,1,4,5,2,0.34181819093076593,1,2,0,0,1,1
721,1,6,1,0.3636904987160632,3,1,4,0,2,0.33712787535535405,1,1,1,0,1,1
722,0,12,4,0.3691894501784725,1,0,4,0,2,0.33712787535535405,0,1,5,0,1,1
723,1,9,4,0.3670141841493909,6,0,4,0,3,0.3492607624997913,0,1,5,1,0,1
724,2,27,4,0.3724269007362185,1,0,3,0,3,0.3351539346427997,0,1,1,0,1,1
725,2,6,2,0.3602115967321623,3,0,2,0,2,0.34409758202147595,1,2,5,1,0,1
726,2,15,2,0.3695131085148436,6,0,2,4,2,0.3456664097071358,1,2,5,1,0,1
727,0,18,4,0.3711169922648563,1,0,4,0,4,0.33771074028991616,1,2,1,0,1,1
728,1,48,1,0.3758758524182088,1,2,4,0,3,0.3481189515336097,0,1,1,0,1,1
729,3,24,2,0.3693656566119052,3,0,2,1,4,0.34253071065961543,1,2,1,1,0,1
730,1,24,3,0.3758687861237763,1,1,1,5,2,0.34144002131489304,0,1,1,1,0,1
731,0,24,4,0.3713508105312261,1,0,2,5,4,0.3351539346427997,0,1,5,0,1,1
732,1,8,4,0.3668133727166105,1,3,4,0,2,0.3449182069595081,0,1,5,1,0,1
733,2,24,4,0.3724789380424525,3,0,2,0,4,0.3392810405265025,0,1,1,1,0,1
734,2,4,2,0.3735182274848061,1,3,1,0,1,0.34286699087144074,0,1,1,1,0,1
735,1,36,1,0.37415366733676414,4,1,3,0,2,0.3397535150166297,1,1,4,1,0,1
736,1,24,4,0.3778327092150329,1,0,1,0,4,0.3365101139409041,1,2,0,0,1,1
737,0,18,4,0.3745028428600328,5,0,3,5,4,0.3421814165124942,0,1,5,1,0,1
738,2,6,2,0.3760575163289307,1,3,1,5,3,0.34517508014159337,1,2,0,1,0,1
739,1,30,0,0.3744168910208119,5,0,4,0,4,0.3382620256541887,1,2,5,0,1,1
740,0,24,1,0.3720140004591047,5,3,2,5,3,0.34104578678506664,1,1,1,1,0,1
741,1,10,1,0.3684307819416311,1,0,4,5,4,0.3365101139409041,1,1,5,1,0,1
742,2,21,4,0.3732550994373922,4,2,4,5,3,0.34409758202147595,0,1,1,1,0,1
743,0,24,1,0.372285830120348,6,0,4,5,4,0.3358536211828917,1,1,1,1,0,1
744,0,39,2,0.3784705571335027,4,3,4,5,4,0.3402040022840905,1,2,0,1,0,1
745,0,13,2,0.3709160252366896,1,1,3,5,1,0.3392810405265025,1,2,5,1,0,1
746,0,15,4,0.3723318628141946,1,4,1,0,4,0.3365101139409041,0,1,1,1,0,1
747,0,12,4,0.3693619893038896,1,1,3,0,1,0.34286699087144074,0,1,5,0,1,1
748,2,21,4,0.3751641009874693,4,0,1,5,3,0.3382620256541887,0,1,1,1,0,1
749,2,15,4,0.3730879401667737,1,3,2,5,2,0.34144002131489304,0,1,1,1,0,1
750,0,6,4,0.3636216646132185,1,2,2,0,1,0.3461303165564136,1,1,1,1,0,1
751,0,18,4,0.3680819266902168,1,1,1,0,2,0.3365101139409041,0,1,5,0,1,1
752,1,12,4,0.3673351463533356,5,3,2,0,4,0.3365101139409041,0,1,5,1,0,1
753,2,30,2,0.3755035468692561,1,3,4,0,2,0.33771074028991616,1,2,1,1,0,1
754,2,12,3,0.3702753178486872,3,2,4,5,4,0.3473819304280704,1,2,1,0,1,1
755,0,24,4,0.3694021406269626,4,3,4,0,4,0.34104578678506664,0,1,1,0,1,1
756,3,6,2,0.36945264900989055,1,0,1,5,1,0.3503834811372257,1,3,4,1,0,1
757,3,15,2,0.3693509665862161,4,0,3,5,4,0.3435037699753355,1,2,1,0,1,1
758,2,24,4,0.3697756743669429,1,0,2,5,2,0.3406342426867164,0,1,1,1,0,1
759,0,12,2,0.3663124135334168,1,2,4,5,3,0.3421814165124942,1,2,1,0,1,1
760,2,15,2,0.3750215429784213,4,2,1,0,4,0.3481189515336097,0,1,1,1,0,1
761,0,18,2,0.371634684231875,1,0,4,0,4,0.33712787535535405,1,2,1,0,1,1
762,0,12,4,0.3718095776272415,1,0,4,5,3,0.33712787535535405,0,1,5,1,0,1
763,2,21,2,0.3781240066197242,4,2,4,5,4,0.3402040022840905,0,1,0,0,1,1
764,2,24,2,0.3722525714962012,5,3,4,4,3,0.33878461744725724,1,2,1,1,0,1
765,1,12,4,0.3688990263317309,1,2,3,4,3,0.3438057220293414,1,2,5,1,0,1
766,0,30,4,0.3731897420324821,1,1,2,1,4,0.3406342426867164,0,1,5,0,1,1
767,2,10,4,0.3729161572088262,4,1,1,0,4,0.3406342426867164,0,1,1,1,0,1
768,1,12,2,0.3737800181494195,1,2,1,5,4,0.3392810405265025,1,3,1,1,0,1
769,2,12,2,0.37055360644349705,1,2,2,5,4,0.34879213507952683,1,2,5,1,0,1
770,0,24,4,0.3727913505837066,4,2,2,0,4,0.3382620256541887,0,1,1,1,0,1
771,0,36,2,0.3766579794821186,1,0,3,0,2,0.33771074028991616,1,2,0,0,1,1
772,2,21,2,0.3733952431191264,1,2,1,5,4,0.34253071065961543,0,1,0,1,0,1
773,2,24,2,0.3718266013168942,5,2,4,5,4,0.34678036896021164,1,2,1,1,0,1
774,3,12,2,0.37005215832799504,6,4,2,5,4,0.3492607624997913,1,3,4,1,0,1
775,0,24,4,0.3697024675113364,4,0,4,0,4,0.33771074028991616,0,1,1,0,1,1
776,2,36,2,0.3736917844965594,1,3,4,5,4,0.34286699087144074,1,2,1,1,0,1
777,0,18,4,0.3736633041111406,1,3,4,0,1,0.33771074028991616,0,1,1,1,0,1
778,2,36,2,0.3754664658841336,3,2,4,5,2,0.3431910908111629,1,2,0,1,0,1
779,1,18,4,0.3740400588658235,1,4,2,0,4,0.3494107248458537,0,1,1,1,0,1
780,1,39,2,0.3749399892640741,1,3,2,5,2,0.33771074028991616,1,2,1,0,1,1
781,2,24,2,0.3712480136394275,3,2,4,5,4,0.3482928352666628,0,1,1,1,0,1
782,1,12,0,0.3698312998571879,1,0,2,5,2,0.3406342426867164,0,1,5,1,0,1
783,1,12,4,0.3673047383016497,5,1,4,0,2,0.3365101139409041,1,1,5,0,1,1
784,1,20,4,0.3759039518272442,4,4,1,1,4,0.3482928352666628,0,1,0,1,0,1
785,1,18,4,0.3712502315663085,3,0,4,5,2,0.3421814165124942,0,1,5,1,0,1
786,2,22,4,0.372589812923758,6,2,3,5,4,0.3438057220293414,0,1,1,1,0,1
787,2,48,2,0.37270308151435616,4,2,4,5,3,0.3431910908111629,1,2,1,1,0,1
788,1,48,3,0.3757697554239389,1,2,4,5,4,0.346352815412462,0,1,1,0,1,1
789,0,40,2,0.3756398749900135,1,0,4,5,3,0.33878461744725724,1,1,1,0,1,1
790,1,21,4,0.3690329730021609,1,2,2,0,4,0.3435037699753355,0,1,1,0,1,1
791,2,24,4,0.3758194029018376,4,2,3,5,4,0.34409758202147595,0,1,0,1,0,1
792,2,6,2,0.369162513258909,4,0,1,4,2,0.33878461744725724,1,2,1,1,0,1
793,3,24,4,0.37290374321764463,1,2,3,1,4,0.3465694084595632,0,1,1,1,0,1
794,2,24,4,0.3731308416141871,6,2,4,5,3,0.34104578678506664,0,1,1,1,0,1
795,2,9,4,0.3719707963058825,5,1,2,0,4,0.3358536211828917,0,1,1,1,0,1
796,0,18,4,0.3764177399762843,4,2,1,5,4,0.3465694084595632,0,1,1,0,1,1
797,2,12,2,0.3693028374487475,1,1,2,0,4,0.3358536211828917,1,2,5,1,0,1
798,2,24,3,0.36650806280377213,4,2,4,4,4,0.3471863981609548,1,2,1,1,0,1
799,1,9,4,0.37025794368508697,4,1,4,5,2,0.3421814165124942,0,1,4,1,0,1
800,0,60,4,0.3763193723259527,1,2,4,3,4,0.34253071065961543,0,1,1,0,1,1
801,0,24,1,0.3761136817593728,1,1,2,1,1,0.3473819304280704,1,1,1,0,1,1
802,0,24,1,0.3690528768490161,1,4,1,0,4,0.3397535150166297,0,2,2,0,1,1
803,0,24,1,0.3732563438566756,1,0,4,3,2,0.3406342426867164,0,1,1,0,1,1
804,0,12,1,0.3663583517046,1,1,4,3,2,0.34542435085076645,1,2,1,0,1,1
805,0,30,4,0.3740253262209287,1,0,4,1,4,0.3438057220293414,0,1,0,1,0,1
806,0,48,4,0.37746237596170384,1,3,4,3,4,0.3435037699753355,1,3,1,0,1,1
807,1,60,4,0.3758055397138248,1,0,4,3,4,0.3443799326500556,0,1,1,0,1,1
808,0,24,4,0.37221223621530825,1,1,4,0,4,0.3421814165124942,0,1,1,0,1,1
809,0,21,4,0.3724836299527934,1,1,4,0,4,0.3392810405265025,0,1,0,1,0,1
810,0,45,4,0.3710308701891719,1,0,4,3,4,0.3365101139409041,0,1,1,0,1,1
811,0,18,4,0.37212667270233507,1,1,4,0,1,0.33878461744725724,1,1,1,1,0,1
812,0,18,4,0.3696141112553957,1,0,4,2,3,0.3382620256541887,1,1,1,0,1,1
813,0,18,4,0.3691431585896383,1,1,4,0,3,0.3365101139409041,0,1,1,0,1,1
814,0,36,4,0.3788116790678568,1,4,2,1,3,0.34465330972735314,0,1,0,1,0,1
815,0,18,1,0.3712480136394275,1,1,3,3,4,0.34253071065961543,1,1,0,1,0,1
816,0,18,1,0.3699338573522447,1,3,4,3,4,0.34104578678506664,0,2,3,0,1,1
817,0,45,0,0.37790207900250217,1,2,2,3,4,0.3397535150166297,0,2,1,0,1,1
818,0,27,2,0.3722173037888311,1,2,4,3,4,0.34465330972735314,1,4,0,1,0,1
819,0,48,4,0.3731166019935777,1,0,3,3,4,0.3471863981609548,0,1,1,0,1,1
820,0,36,4,0.3741242068669477,1,4,4,3,3,0.3402040022840905,0,1,0,1,0,1
821,0,12,4,0.3701069324663885,1,0,4,0,1,0.3365101139409041,1,1,1,1,0,1
822,0,12,4,0.36704675039998186,1,1,4,0,4,0.3469859524413701,0,1,1,0,1,1
823,0,12,4,0.3660014367571425,1,2,4,0,4,0.33712787535535405,0,1,1,1,0,1
824,1,15,1,0.3693251248335489,2,0,2,2,2,0.33771074028991616,0,1,1,0,1,1
825,1,42,1,0.3771248406342975,1,4,1,3,2,0.3473819304280704,1,1,0,1,0,1
826,1,48,0,0.3792604914650761,1,0,1,0,2,0.34104578678506664,1,1,0,0,1,1
827,0,24,1,0.37348239115275533,0,1,4,3,4,0.3402040022840905,0,1,1,0,1,1
828,0,21,2,0.3704086994958681,1,2,4,2,3,0.3402040022840905,0,2,1,1,0,1
829,1,36,3,0.37638181018844025,1,0,2,0,2,0.3471863981609548,0,1,1,1,0,1
830,0,15,4,0.3741242068669477,1,0,3,0,2,0.3397535150166297,0,1,1,0,1,1
831,1,30,3,0.37120112020697066,2,1,4,3,3,0.3402040022840905,1,2,0,0,1,1
832,0,24,4,0.3759630632409969,1,4,4,3,2,0.3397535150166297,0,1,0,1,0,1
833,0,15,2,0.3699052909182659,1,0,4,0,3,0.33771074028991616,0,2,1,1,0,1
834,0,24,4,0.3734777386656241,1,2,4,3,2,0.3435037699753355,0,1,0,0,1,1
835,0,48,4,0.3740973636720543,1,3,4,3,4,0.34542435085076645,0,1,1,0,1,1
836,0,12,3,0.3696106720794178,1,0,4,3,2,0.34465330972735314,0,2,3,1,0,1
837,0,12,0,0.3685855981459481,1,0,4,3,4,0.3459016192610386,1,2,1,0,1,1
838,0,24,4,0.3707924377880393,1,1,4,3,1,0.33712787535535405,0,1,3,1,0,1
839,1,9,4,0.37059361326870455,1,1,4,0,2,0.3358536211828917,0,1,1,0,1,1
840,3,42,0,0.3758060954730064,1,1,2,1,1,0.34144002131489304,0,2,1,1,0,1
841,0,9,4,0.36968563291762624,1,1,3,0,4,0.3358536211828917,0,1,1,0,1,1
842,1,6,4,0.3715110598593071,1,1,4,2,3,0.3402040022840905,0,1,0,1,0,1
843,1,48,4,0.3787761546590115,1,0,2,3,2,0.3365101139409041,0,1,1,0,1,1
844,1,18,2,0.373751227662274,1,4,3,2,3,0.3438057220293414,0,3,2,1,0,1
845,1,15,0,0.3708695508941251,1,1,2,0,1,0.3382620256541887,0,2,2,0,1,1
846,0,28,4,0.3741687678005568,1,0,3,3,2,0.34517508014159337,0,1,3,0,1,1
847,1,30,4,0.3707111051408818,4,0,4,0,1,0.3382620256541887,0,1,1,1,0,1
848,0,18,2,0.3684354214837885,1,1,4,0,4,0.3351539346427997,0,1,1,1,0,1
849,0,36,4,0.3767254413185639,1,0,2,3,2,0.3382620256541887,0,1,1,0,1,1
850,1,48,0,0.3767774194678429,0,1,1,0,1,0.3402040022840905,0,2,1,1,0,1
851,0,36,4,0.3726454256863433,1,2,2,3,2,0.34409758202147595,1,1,1,0,1,1
852,0,36,4,0.37511637916784973,1,3,4,3,2,0.3397535150166297,0,1,1,0,1,1
853,1,21,3,0.37206374156362426,1,0,1,1,4,0.3456664097071358,0,2,1,1,0,1
854,2,36,4,0.3776670137130305,1,4,4,0,2,0.3382620256541887,0,2,0,0,1,1
855,1,48,3,0.3760163674222136,4,0,4,3,4,0.3431910908111629,0,1,1,1,0,1
856,0,12,4,0.36644879701988975,1,2,4,3,4,0.34775908412850337,1,1,3,0,1,1
857,1,8,4,0.3677170762587959,1,1,3,2,2,0.3382620256541887,0,1,1,1,0,1
858,2,36,3,0.3745649798165204,1,0,4,0,4,0.34181819093076593,0,2,1,1,0,1
859,0,24,2,0.3729923916620404,1,2,4,3,4,0.34879213507952683,0,2,1,1,0,1
860,1,24,4,0.3731398718057145,2,2,4,3,4,0.3402040022840905,0,1,1,1,0,1
861,1,6,4,0.3654570510760642,1,1,3,2,3,0.3382620256541887,0,1,3,1,0,1
862,1,6,4,0.3639692273344641,1,1,3,2,1,0.3358536211828917,0,1,3,1,0,1
863,0,24,4,0.3720743090614977,2,4,1,1,1,0.34144002131489304,0,1,1,0,1,1
864,0,24,2,0.3692009380827001,3,2,4,0,4,0.34775908412850337,0,2,0,1,0,1
